County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotimgRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
PRICE COUNTY,TOWN OF LAKE,Wards 1-2,LAKE TOWN HALL,"W8095 COUNTY RD E, PARK FALLS, WI 54552-8947",7157622151,,Government,-90.466664,45.922672,2016 General Election
FLORENCE COUNTY,TOWN OF FLORENCE,Ward 1-7,FLORENCE COMMUNITY CENTER,"749 CENTRAL AVE, FLORENCE, WI 54121-9491",7155283595,,Government,-88.253428,45.922001,2016 General Election
VILAS COUNTY,TOWN OF ARBOR VITAE,Wards 1-7,ARBOR VITAE TOWN HALL,"10675 BIG ARBOR VITAE DR, ARBOR VITAE, WI 54568-9707",7153563120,,Government,-89.662495,45.919728,2016 General Election
WASHBURN COUNTY,TOWN OF CASEY,Ward 1,CASEY TOWN HALL,"N7894 LOWER MCKENZIE RD, SPOONER, WI 54801",7156357580,,Government,-91.9612701237,45.9189402312,2016 General Election
VILAS COUNTY,CITY OF EAGLE RIVER,Wards 1-5,EAGLE RIVER CITY HALL,"525 MAPLE ST, EAGLE RIVER, WI 54521",7154798682,,Government,-89.2457440495,45.9183608741,2016 General Election
VILAS COUNTY,TOWN OF CLOVERLAND,Wards 1-2,CLOVERLAND TOWN HALL,"5860 PERCH LAKE RD, EAGLE RIVER, WI 54521-9774",7154792392,,Government,-89.335395813,45.9179344177,2016 General Election
VILAS COUNTY,TOWN OF ST. GERMAIN,Wards 1-2,ST. GERMAIN COMMUNITY CENTER,"545 STATE HIGHWAY 155, SAINT GERMAIN, WI 54558-9600",7155423813,,Government,-89.4876028597,45.9144951403,2016 General Election
SAWYER COUNTY,TOWN OF BASS LAKE,Wards 1-5,BASS LAKE TOWN HALL,"14412 W COUNTY ROAD K, HAYWARD, WI 54843-2048",(715) 634-8469,,Government,-91.412988,45.914323,2016 General Election
VILAS COUNTY,TOWN OF LINCOLN,Wards 1-5,LINCOLN TOWN HALL,"1205 SUNDSTEIN RD, EAGLE RIVER, WI 54521",7154797000,,Government,-89.2601547241,45.9128189087,2016 General Election
FLORENCE COUNTY,TOWN OF TIPLER,Ward 1,TIPLER TOWN HALL,"1114 DREAM LAKE RD, TIPLER, WI 54542-9620",7156742320,,Government,-88.5931177,45.911014,2016 General Election
FLORENCE COUNTY,TOWN OF COMMONWEALTH,Ward 1-3,COMMONWEALTH TOWN HALL,"113 SOUTH ST, FLORENCE, WI 54121",7155283068,,Government,-88.2403086126,45.9099843353,2016 General Election
PRICE COUNTY,TOWN OF FIFIELD,Ward 2,PIKE LAKE FIRE HALL,"N14885 SHADY KNOLL RD, PARK FALLS, WI 54552",7157622455,,Government,-90.084837,45.908562,2016 General Election
WASHBURN COUNTY,TOWN OF TREGO,Wards 1-2,TREGO TOWN HALL,"W5690 TREGO RIVER ST, TREGO, WI 54888",7156356831,,Government,-91.8250065297,45.9027758986,2016 General Election
BURNETT COUNTY,TOWN OF WEST MARSHLAND,Ward 1-2,WEST MARSHLAND TOWN HALL,"12259 COUNTY ROAD F, GRANTSBURG, WI 54840-7320",0,,Government,-92.607965,45.901135,2016 General Election
ONEIDA COUNTY,TOWN OF NEWBOLD,Ward 1,RUSTIC MANOR MOTOR LODGE,"6343 STATE HIGHWAY 70 E, SAINT GERMAIN, WI 54558-9406",7154799776,,Business,-89.48085,45.896815,2016 General Election
ONEIDA COUNTY,TOWN OF WOODRUFF,Ward 1-3,WOODRUFF TOWN HALL,"1418 1ST AVE, WOODRUFF, WI 54568-9470",7153569421,,Government,-89.68718,45.89406,2016 General Election
BURNETT COUNTY,TOWN OF LINCOLN,Ward 1,LINCOLN TOWN HALL,"9110 PERIDA RD, WEBSTER, WI 54893",715-866-7082,,Government,-92.4519339949,45.891636014,2016 General Election
ONEIDA COUNTY,TOWN OF SCHOEPKE,Ward 1,SCHOEPKE TOWN HALL,"769 HIGHWAY 45 S, PELICAN LAKE, WI 54463",7154876155,,Government,-89.2128065228,45.8887050301,2016 General Election
FLORENCE COUNTY,TOWN OF FERN,Ward 1,FERN TOWN HALL,"N3204 STATE HIGHWAY 101 FERN, FLORENCE, WI 54121",7155283051,,Government,-88.3271331787,45.8883285522,2016 General Election
SAWYER COUNTY,TOWN OF DRAPER,Ward 1,DRAPER TOWN HALL,"6994 N MAIN ST, LORETTA, WI 54896-6138",7152662110,,Government,-90.833459,45.88726,2016 General Election
BURNETT COUNTY,VILLAGE OF WEBSTER,Wards 1-2,WEBSTER COMMUNITY CENTER,"7421 MAIN ST W, WEBSTER, WI 54893-8207",715-866-4211,,Government,-92.3660516739,45.8773854375,2016 General Election
PRICE COUNTY,TOWN OF FIFIELD,Ward 1,FIFIELD TOWN HALL,"N13935 RIDGE AVE, FIFIELD, WI 54524-9626",7157622500,,Government,-90.425282,45.876212,2016 General Election
ONEIDA COUNTY,TOWN OF MINOCQUA,Wards 1-7,MINOCQUA COMMUNITY CENTER ,"415 MENOMINEE ST, MINOCQUA, WI 54548-8772",7153565296,GYM,Government,-89.706338346,45.8702856302,2016 General Election
BURNETT COUNTY,TOWN OF SAND LAKE,Ward 1,SAND LAKE TOWN HALL,"5364 COUNTY ROAD X, WEBSTER, WI 54893",7158664398,,Government,-92.2553213686,45.8592751622,2016 General Election
WASHBURN COUNTY,TOWN OF SPOONER,Wards 1-3,SPOONER TOWN HALL,"N6124 BLOOMING VALE RD, SPOONER, WI 54801-8498",7156353090,,Government,-91.815227,45.858102,2016 General Election
WASHBURN COUNTY,TOWN OF CRYSTAL,Wards 1-2,CRYSTAL TOWN HALL,"N3911 COUNTY HIGHWAY A, SPOONER, WI 54801",7156353540,,Government,-91.733202,45.856248,2016 General Election
WASHBURN COUNTY,TOWN OF STONE LAKE,Ward 1,STONE LAKE TOWN HALL,"N6071 STONE LAKE RD, STONE LAKE, WI 54876-8838",7158656015,,Government,-91.541773,45.854107,2016 General Election
SAWYER COUNTY,TOWN OF SAND LAKE,Ward 1,SAND LAKE MUNICIPAL BUILDING,"6058 N STONE LAKE RD, STONE LAKE, WI 54876",7158652006,,Government,-91.5413508564,45.8540200442,2016 General Election
FLORENCE COUNTY,TOWN OF LONG LAKE,Ward 1,LONG LAKE TOWN HALL,"19207 STATE HIGHWAY 139, LONG LAKE, WI 54542",7156746512,,Government,-88.662071,45.853913,2016 General Election
BURNETT COUNTY,TOWN OF MEENON,Ward 1-3,MEENON TOWN HALL,"7396 KRUGER RD, WEBSTER, WI 54893-8651",715-866-4893,,Government,-92.3640289307,45.8424263,2016 General Election
SAWYER COUNTY,TOWN OF WINTER,Wards 1-2,WINTER TOWN HALL,"4680 N COUNTY RD W, WINTER, WI 54896",7152663131,,Government,-91.028139,45.838032,2016 General Election
WASHBURN COUNTY,TOWN OF EVERGREEN,Wards 1-2,EVERGREEN TOWN HALL,"W8896 CARLTON RD, SPOONER, WI 54801-7627",715-635-8175,,Government,-91.989577,45.830299,2016 General Election
BURNETT COUNTY,TOWN OF RUSK,Ward 1,RUSK TOWN HALL,"25195 COUNTY ROAD H, SPOONER, WI 54801",715-468-7699,,Government,-92.094572,45.82924,2016 General Election
WASHBURN COUNTY,CITY OF SPOONER,Wards 1-4,SPOONER CITY HALL,"515 N SUMMIT ST, SPOONER, WI 54801-1315",(715) 635-8769,COUNCIL CHAMBERS,Government,-91.8893131614,45.8273944259,2016 General Election
SAWYER COUNTY,VILLAGE OF WINTER,Ward 1,WINTER VILLAGE HALL,"6593 W HAZEL ST, WINTER, WI 54896-6101",7152664721,,Government,-91.012643,45.821355,2016 General Election
ONEIDA COUNTY,TOWN OF LAKE TOMAHAWK,Wards 1-2,RAYMOND SLOAN CENTER,"7246 MAIN ST, LAKE TOMAHAWK, WI 54539-9543",7152772251,,Government,-89.59539,45.814987,2016 General Election
ONEIDA COUNTY,TOWN OF HAZELHURST,Wards 1-2,COMMUNITY BUILDING,"7020 US HIGHWAY 51, HAZELHURST, WI 54531-9653",715-365-5800,,Government,-89.723106,45.8061,2016 General Election
BURNETT COUNTY,TOWN OF DEWEY,Ward 1,DEWEY TOWN HALL,"24433 TOWN HALL RD, HERTEL, WI 54845",7154687669,,Government,-92.1146757156,45.7996483147,2016 General Election
ONEIDA COUNTY,TOWN OF THREE LAKES,Wards 1-4,THREE LAKES COMMUNITY BUILDING,"6965 W SCHOOL ST, THREE LAKES, WI 54562",7155463316,,Government,-89.169244,45.796503,2016 General Election
SAWYER COUNTY,VILLAGE OF COUDERAY,Ward 1,COUDERAY VILLAGE HALL,"4477 N HOFFER RD, COUDERAY, WI 54828-7179",7159452677,,Government,-91.307632,45.796164,2016 General Election
SAWYER COUNTY,TOWN OF COUDERAY,Ward 1,COUDERAY TOWN HALL,"4452 N HOFFER RD, COUDERAY, WI 54828-7179",7159452902,,Government,-91.306865,45.795724,2016 General Election
FOREST COUNTY,TOWN OF POPPLE RIVER,Ward 1,POPPLE RIVER TOWN HALL,"11690 OLD 139 RD, ARGONNE, WI 54511",7156747752,,Government,-88.6963089556,45.7951167226,2016 General Election
SAWYER COUNTY,TOWN OF OJIBWA,Wards 1-2,OJIBWA TOWN HALL,"4411N STATE HWY 27, OJIBWA, WI 54862",7152662112,,Government,-91.115541,45.794372,2016 General Election
BURNETT COUNTY,TOWN OF LA FOLLETTE,Ward 1-2,LAFOLLETTE TOWN HALL,"24184 MALONE RD, WEBSTER, WI 54893-9203",7153492531,,Government,-92.282823,45.791477,2016 General Election
FLORENCE COUNTY,TOWN OF HOMESTEAD,Ward 1,HOMESTEAD TOWN HALL,"2808 CHURCH RD, FLORENCE, WI 54121-9501",7155892619,,Government,-88.1987900287,45.7906521857,2016 General Election
ONEIDA COUNTY,TOWN OF SUGAR CAMP,Wards 1-2,SUGAR CAMP TOWN HALL,"4059 CAMP FOUR RD, RHINELANDER, WI 54501-8622",7152729380,,Government,-89.3235321045,45.7893409729,2016 General Election
BURNETT COUNTY,VILLAGE OF SIREN,Wards 1-2,SIREN VILLAGE HALL,"24049 1ST AVE, SIREN, WI 54872",7153492273,Meeting Room,Government,-92.3823025078,45.7864773273,2016 General Election
MARINETTE COUNTY,CITY OF NIAGARA,Ward 1-3,NIAGARA CITY HALL,"1029 ROOSEVELT RD, NIAGARA, WI 54151-1205",7152513235,,Government,-88.0087763071,45.7825499028,2016 General Election
BURNETT COUNTY,VILLAGE OF GRANTSBURG,Ward 1-3,GRANTSBURG VILLAGE HALL,"316 S BRAD ST, GRANTSBURG, WI 54840-7944",7154632405,,Government,-92.6807700098,45.7772572339,2016 General Election
PRICE COUNTY,TOWN OF FLAMBEAU,Ward 1,FLAMBEAU TOWN HALL,"N11195 TOWN HALL RD, PHILLIPS, WI 54555-7237",7157623737,,Government,-90.506336,45.773964,2016 General Election
BURNETT COUNTY,TOWN OF WOOD RIVER,Ward 1-3,WOOD RIVER TOWN HALL,"11626 STATE ROAD 70, GRANTSBURG, WI 54840-7137",7156892318,,Government,-92.5807418823,45.7724685669,2016 General Election
WASHBURN COUNTY,TOWN OF BEAVER BROOK,Wards 1-3,BEAVER BROOK TOWN HALL,"W7110 HARRINGTON RD, SHELL LAKE, WI 54871-8601",7154682877,,Government,-91.898425,45.771701,2016 General Election
SAWYER COUNTY,TOWN OF RADISSON,Wards 1-2,RADISSON TOWN HALL,"10227 W OLD HIGHWAY 70, RADISSON, WI 54867-7055",7159453040,,Government,-91.200563,45.7697,2016 General Election
SAWYER COUNTY,VILLAGE OF RADISSON,Ward 1,RADISSON VILLAGE HALL,"10558 W RAILROAD ST, RADISSON, WI 54867-0127",715-492-6704,,Government,-91.218034,45.769185,2016 General Election
BURNETT COUNTY,TOWN OF DANIELS,Ward 1,DANIELS TOWN HALL,"9697 DANIELS 70, SIREN, WI 54872",7156892360,,Government,-92.4801152945,45.7690288872,2016 General Election
BURNETT COUNTY,TOWN OF SIREN,Ward 1-2,SIREN T0WN HALL,"7240 S LONG LAKE RD, SIREN, WI 54872",7153497677,,Government,-92.353893891,45.7662447542,2016 General Election
WASHBURN COUNTY,TOWN OF MADGE,Wards 1-3,MADGE TOWN HALL,"N3481 COUNTY HIGHWAY M, SARONA, WI 54870",7154693439,,Government,-91.724479,45.760056,2016 General Election
BURNETT COUNTY,TOWN OF GRANTSBURG,Ward 1-3,GRANTSBURG TOWN HALL,"23211 STATE ROAD 48/87, GRANTSBURG, WI 54840-0642",7154635545,,Government,-92.68279,45.759428,2016 General Election
WASHBURN COUNTY,TOWN OF BASHAW,Wards 1-3,BASHAW TOWN HALL,"N3410 SAWYER CREEK RD, SHELL LAKE, WI 54871",7154687525,,Government,-91.9496561587,45.7578856498,2016 General Election
MARINETTE COUNTY,TOWN OF NIAGARA,Ward 1,NIAGARA TOWN HALL,"W6889 US HIGHWAY 8, NIAGARA, WI 54151-9710",7152511545,,Government,-87.933105,45.746723,2016 General Election
FLORENCE COUNTY,TOWN OF FENCE,Ward 1,FENCE TOWN HALL,"577 MEMORY LN, FLORENCE, WI 54121",7158899323,,Government,-88.425817,45.743622,2016 General Election
WASHBURN COUNTY,CITY OF SHELL LAKE,Wards 1-2,SHELL LAKE CITY HALL,"501 1ST ST, SHELL LAKE, WI 54871",7154687679,,Government,-91.925935,45.743392,2016 General Election
FOREST COUNTY,TOWN OF ROSS,Ward 1,ROSS TOWN HALL,"10170 CYPRESS ST, NEWALD, WI 54511-8710",7158890759,,Government,-88.703187,45.739807,2016 General Election
FLORENCE COUNTY,TOWN OF AURORA,Ward 1-3,AURORA TOWN HALL,"1358 CALVARY DR, NIAGARA, WI 54151",7155892282,,Government,-88.0166473389,45.7276763916,2016 General Election
ONEIDA COUNTY,TOWN OF LYNNE,Ward 1,LYNNE TOWN HALL,"5100 WILLOW RD, TRIPOLI, WI 54564-9705",7155643190,,Government,-89.982124,45.711946,2016 General Election
WASHBURN COUNTY,TOWN OF SARONA,Wards 1-2,SARONA TOWN HALL,"W5308 RIPLEY RD, SARONA, WI 54870",7154693645,,Government,-91.8080536276,45.7109764963,2016 General Election
POLK COUNTY,TOWN OF WEST SWEDEN,Ward 1,WEST SWEDEN TOWN HALL,"3147 3RD AVE N, FREDERIC, WI 54837-4213",7153275605,,Government,-92.473343,45.706311,2016 General Election
FOREST COUNTY,TOWN OF HILES,Ward 1,HILES TOWN HALL,"9193 N MAIN ST, ARGONNE, WI 54511-9053",7156493680,,Government,-88.9770933241,45.7057267427,2016 General Election
POLK COUNTY,TOWN OF LORAIN,Ward 1,LORAIN TOWN HALL,"252 345TH AVE, FREDERIC, WI 54837-5617",7156532629,,Government,-92.206566,45.704565,2016 General Election
WASHBURN COUNTY,TOWN OF BARRONETT,Ward 1,BARRONETT TOWN HALL,"N1608 S HEART LAKE RD, SHELL LAKE, WI 54871-7818",7154682846,,Government,-91.980837509,45.6939853728,2016 General Election
WASHBURN COUNTY,TOWN OF LONG LAKE,Ward 1,LONG LAKE TOWN HALL,"N1584 COUNTY HIGHWAY MD, SARONA, WI 54870-9265",7153543048,,Government,-91.726819,45.692839,2016 General Election
WASHBURN COUNTY,TOWN OF BIRCHWOOD,Wards 1-3,BIRCHWOOD TOWN HALL,"N1549 COUNTY ROAD T, BIRCHWOOD, WI 54817-9116",7153543192,,Government,-91.561965,45.690403,2016 General Election
BURNETT COUNTY,TOWN OF TRADE LAKE,Ward 1-2,TRADE LAKE TOWN HALL,"11810 TOWN HALL RD, FREDERIC, WI 54837-9649",715-488-2600,,Government,-92.5903768837,45.6887248904,2016 General Election
ONEIDA COUNTY,TOWN OF NEWBOLD,Wards 2-4,NEWBOLD TOWN HALL,"4590 HIGHWAY 47, RHINELANDER, WI 54501",7153690744,,Government,-89.4900738448,45.6885572523,2016 General Election
SAWYER COUNTY,TOWN OF METEOR,Ward 1,METEOR TOWN HALL,"1440 N COUNTY ROAD C APT C, EXELAND, WI 54835-2137",7159432731,,Government,-91.364271,45.687317,2016 General Election
PRICE COUNTY,CITY OF PHILLIPS,Wards 1-4,PHILLIPS MUNICIPAL BUILDING,"174 S EYDER AVE, PHILLIPS, WI 54555-1337",7153393125,,Government,-90.398716,45.686308,2016 General Election
SAWYER COUNTY,TOWN OF EDGEWATER,Wards 1-2,EDGEWATER TOWN HALL,"1470 N WOODDALE RD, BIRCHWOOD, WI 54817-3041",7153547747,,Government,-91.460482,45.686306,2016 General Election
SAWYER COUNTY,TOWN OF MEADOWBROOK,Ward 1,MEADOWBROOK TOWN HALL,"9436 W COUNTY HIGHWAY D, EXELAND, WI 54835-3141",7159432499,,Government,-91.163059,45.68282,2016 General Election
PRICE COUNTY,TOWN OF ELK,Wards 1-2,ELK TOWN HALL,"N8314 DANISH SETTLEMENT RD, PHILLIPS, WI 54555",7153392877,,Government,-90.471658,45.672659,2016 General Election
BURNETT COUNTY,TOWN OF ANDERSON,Ward 1,ANDERSON TOWN HALL,"13808 ANDERSON RD, GRANTSBURG, WI 54840",715-488-2911,,Government,-92.6935346425,45.6720281392,2016 General Election
ONEIDA COUNTY,TOWN OF PINE LAKE,Ward 1-4,PINE LAKE COMMUNITY BUILDING,"4197 RIVER RD, RHINELANDER, WI 54501-8381",7153692958,,Government,-89.424391,45.670171,2016 General Election
BURNETT COUNTY,TOWN OF ROOSEVELT,Ward 1,TIMBERLAND LUTHERN CHURCH,"20805 COUNTY ROAD H, BARRONETT, WI 54813-9508",7154684403,,,-92.1034989506,45.6692976505,2016 General Election
SAWYER COUNTY,TOWN OF WEIRGOR,Ward 1,WEIRGOR TOWN HALL,"11039 W 3RD ST, EXELAND, WI 54835",7159432930,,Government,-91.2434821576,45.669087097,2016 General Election
SAWYER COUNTY,VILLAGE OF EXELAND,Ward 1,EXELAND VILLAGE HALL,"11042W STATE HWY 48, EXELAND, WI 54835",7159432350,,Government,-91.243321,45.668313,2016 General Election
ONEIDA COUNTY,TOWN OF CASSIAN,Wards 1-2,CASSIAN TOWN HALL,"9110 CHURCH RD, HARSHAW, WI 54529",7152825221,,Government,-89.673125,45.667456,2016 General Election
PRICE COUNTY,TOWN OF EMERY,Ward 1,EMERY TOWN HALL,"W2901 COUNTY ROAD D, PHILLIPS, WI 54555",7153393395,,Government,-90.184091,45.666867,2016 General Election
PRICE COUNTY,TOWN OF WORCESTER,Wards 1-3,WORCESTER TOWN HALL,"W6895 SPRINGS DR, PHILLIPS, WI 54555-7649",7153393430,,Government,-90.389712,45.665507,2016 General Election
POLK COUNTY,TOWN OF CLAM FALLS,Ward 1,CLAM FALLS TOWN HALL,"3178  80TH ST, FREDERIC, WI 54837",7156534206,,Government,-92.324166,45.664945,2016 General Election
ONEIDA COUNTY,TOWN OF STELLA,Wards 1-2,STELLA TOWN HALL,"2496 COUNTY C, RHINELANDER, WI 54501-9583",7153691895,,Government,-89.2217054218,45.6628999114,2016 General Election
ONEIDA COUNTY,TOWN OF PIEHL,Ward 1,PIEHL TOWN HALL,"1415 TOWN HALL RD, RHINELANDER, WI 54501",7153694939,,Government,-89.141931,45.661082,2016 General Election
POLK COUNTY,VILLAGE OF FREDERIC,Ward 1-2,FREDERIC VILLAGE HALL,"107 HOPE RD W, FREDERIC, WI 54837",7153274294,,Government,-92.467042,45.660815,2016 General Election
FOREST COUNTY,TOWN OF ARGONNE,Wards 1-3,ARGONNE TOWN HALL,"8842 BLACK BEAR AVE, ARGONNE, WI 54511",7156493550,,Government,-88.8805941492,45.6587793678,2016 General Election
WASHBURN COUNTY,VILLAGE OF BIRCHWOOD,Ward 1,BIRCHWOOD VILLAGE HALL,"101 N MAIN ST, BIRCHWOOD, WI 54817-0191",7153543300,,Government,-91.555324,45.656737,2016 General Election
FOREST COUNTY,TOWN OF ARMSTRONG CREEK,Ward 1,ARMSTRONG CREEK COMMUNITY CENTER,"7860 OLD 101 RD, ARMSTRONG CRK, WI 54103-9725",9062825844,,Government,-88.446478,45.654739,2016 General Election
FOREST COUNTY,TOWN OF CASWELL,Ward 1,CAVOUR TOWN HALL,"4045 VILLAGE RD, CAVOUR, WI 54511-8747",7156744404,,Government,-88.6326446533,45.6509933472,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Ward 1,YMCA OF THE NORTHWOODS,"2003 E WINNEBAGO ST, RHINELANDER, WI 54501-8876",7153658600,,Business,-89.3817581981,45.647982806,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 2-3,YMCA OF THE NORTHWOODS,"2003 E WINNEBAGO ST, RHINELANDER, WI 54501-8876",7153658600,,Business,-89.3817581981,45.647982806,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 6-7,YMCA OF THE NORTHWOODS,"2003 E WINNEBAGO ST, RHINELANDER, WI 54501-8876",7153658600,,Business,-89.3817581981,45.647982806,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 8-9,YMCA OF THE NORTHWOODS,"2003 E WINNEBAGO ST, RHINELANDER, WI 54501-8876",7153658600,,Business,-89.3817581981,45.647982806,2016 General Election
ONEIDA COUNTY,TOWN OF LITTLE RICE,Ward 1,LITTLE RICE TOWN HALL,"3737 COUNTY Y, TOMAHAWK, WI 54487-9541",7152242591,,Government,-89.8061406612,45.6423729658,2016 General Election
ONEIDA COUNTY,TOWN OF WOODBORO,Ward 1,WOODBORO TOWN HALL,"8672 OLD COUNTY K, HARSHAW, WI 54529-9657",7152825607,,Government,-89.640884,45.636263,2016 General Election
BARRON COUNTY,TOWN OF LAKELAND,Ward 1-2,LAKELAND TOWN HALL,"791 29 11/16 AVE, BARRONETT, WI 54813-9414",7158222775,,Government,-91.9934768677,45.6356964111,2016 General Election
MARINETTE COUNTY,TOWN OF DUNBAR,Ward 1-2,DUNBAR TOWN HALL,"N18956 CC CAMP RD, DUNBAR, WI 54119-9703",7153246132,,Government,-88.1993516,45.635105,2016 General Election
MARINETTE COUNTY,TOWN OF PEMBINE,Ward 1-2,PEMBINE TOWN HALL,"N18765 SAULD ST, PEMBINE, WI 54156-9480",715-324-6314,,Government,-87.9934,45.635044,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 4-5,HEALTH & AGING FACILITY,"100 W KEENAN ST, RHINELANDER, WI 54501-3365",7153658600,,Government,-89.4146078825,45.6347306818,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Ward 10,HEALTH & AGING FACILITY,"100 W KEENAN ST, RHINELANDER, WI 54501-3365",7153658600,,Government,-89.4146078825,45.6347306818,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 11-12,HEALTH & AGING FACILITY,"100 W KEENAN ST, RHINELANDER, WI 54501-3365",7153658600,,Government,-89.4146078825,45.6347306818,2016 General Election
ONEIDA COUNTY,CITY OF RHINELANDER,Wards 13-14,HEALTH & AGING FACILITY,"100 W KEENAN ST, RHINELANDER, WI 54501-3365",7153658600,,Government,-89.4146078825,45.6347306818,2016 General Election
MARINETTE COUNTY,TOWN OF GOODMAN,Ward 1,GOODMAN MUNICIPAL BUILDING,"506 MILL ST, GOODMAN, WI 54125-0306",7153362107,,Government,-88.358535,45.631037,2016 General Election
ONEIDA COUNTY,TOWN OF CRESCENT,Wards 1-3,CRESCENT TOWN HALL,"3231 GOLF COURSE RD, RHINELANDER, WI 54501-8176",7152825287,,Government,-89.4855114073,45.6169757992,2016 General Election
BARRON COUNTY,TOWN OF CEDAR LAKE,Ward 1,CEDAR LAKE TOWN HALL,"2696 26 3/4 AVE, MIKANA, WI 54857",7152343817,,Government,-91.602028,45.612182,2016 General Election
PRICE COUNTY,TOWN OF HACKETT,Ward 1,HACKETT TOWN HALL,"W4891 EMERY HACKETT RD, PHILLIPS, WI 54555",7154282578,,Government,-90.2792682499,45.6103279442,2016 General Election
RUSK COUNTY,TOWN OF MURRY,Ward 1,MURRY TOWN HALL,"W10625 LONE PINE RD, BRUCE, WI 54819-9743",7158685572,,Government,-91.22267,45.609859,2016 General Election
BARRON COUNTY,TOWN OF OAK GROVE,Ward 1-2,OAK GROVE TOWN HALL,"2798 22ND ST, RICE LAKE, WI 54868",0,,Government,-91.70414,45.609673,2016 General Election
PRICE COUNTY,TOWN OF HARMONY,Ward 1,HARMONY TOWN HALL,"W9095 COUNTY ROAD J, CATAWBA, WI 54515-9736",7153396582,,Government,-90.522102,45.608304,2016 General Election
BARRON COUNTY,VILLAGE OF HAUGEN,Ward 1,HAUGEN VILLAGE HALL,"104 3RD ST, HAUGEN, WI 54841-0234",7152348014,,Government,-91.775697,45.608107,2016 General Election
ONEIDA COUNTY,TOWN OF PELICAN,Wards 1-4,PELICAN TOWN HALL,"4093 COUNTY P, RHINELANDER, WI 54501-8520",7153627866,,Government,-89.3326241523,45.6012231857,2016 General Election
RUSK COUNTY,TOWN OF WILSON,Ward 1,WILSON TOWN HALL,"W16097 N BUCKS LAKE RD, BIRCHWOOD, WI 54817",7153547326,,Government,-91.501911,45.595503,2016 General Election
MARINETTE COUNTY,TOWN OF BEECHER,Ward 1,BEECHER TOWN HALL,"W7971 COUNTY ROAD Z, PEMBINE, WI 54156-9429",(715) 324-5535,,Government,-87.9895240813,45.5901349336,2016 General Election
ONEIDA COUNTY,TOWN OF NOKOMIS,Ward 1-2,NOKOMIS TOWN HALL,"2541 LAKE NOKOMIS RD, TOMAHAWK, WI 54487-9314",7154534103,,Government,-89.718539,45.585157,2016 General Election
BARRON COUNTY,TOWN OF MAPLE PLAIN,Ward 1,MAPLE PLAIN TOWN HALL,"393 26TH AVE, CUMBERLAND, WI 54829-9013",7158228913,,Government,-92.074793,45.581907,2016 General Election
POLK COUNTY,TOWN OF LUCK,Ward 1-2,LUCK TOWN HALL,"135 1st Ave W, LUCK, WI 54853",7154722048,,Government,-92.484048,45.575843,2016 General Election
POLK COUNTY,TOWN OF BONE LAKE,Ward 1,BONE LAKE CHURCH,"1101 255TH AVE, LUCK, WI 54853-5109",7154722535,,,-92.3866859078,45.5756342411,2016 General Election
ONEIDA COUNTY,TOWN OF MONICO,Ward 1,MONICO TOWN HALL,"2333 FORREST ST, MONICO, WI 54501-7723",7154994981,,Government,-89.1523126513,45.5749429017,2016 General Election
POLK COUNTY,TOWN OF LAKETOWN,Ward 1,CUSHING COMMUNITY CENTER,"2510 241ST ST, CUSHING, WI 54006",7156485663,,Government,-92.6543375105,45.573888123,2016 General Election
POLK COUNTY,TOWN OF STERLING,Ward 1,CUSHING COMMUNITY CENTER,"2510 241ST ST, CUSHING, WI 54006",7156485663,,Government,-92.6543375105,45.573888123,2016 General Election
POLK COUNTY,VILLAGE OF LUCK,Ward 1-2,LUCK VILLAGE HALL,"401 S MAIN ST, LUCK, WI 54853-9034",7154722221,,Government,-92.4827423096,45.5728721619,2016 General Election
